ID,CitiesVisited
879-15,NYC Only
387-31,NYC Only
846-11,NYC Only
823-01,NYC Only
385-07,NYC Only
34-09,NYC Only
485-06,NYC Only
813-22,NYC Only
630-11,NYC Only
785-05,NYC Only
153-04,NYC Only
630-14,NYC Only
1071-21,NYC Only
1030-29,NYC Only
1033-14,NYC Only
809-12,NYC Only
571-30,NYC Only
1018-13,NYC Only
1063-05,NYC Only
12-02,NYC Only
474-31,NYC Only
337-11,NYC Only
345-06,NYC Only
110-17,NYC Only
440-13,NYC Only
562-31,NYC Only
493-09,NYC Only
445-10,NYC Only
148-11,NYC Only
946-04,NYC Only
879-16,NYC Only
728-22,NYC Only
695-08,NYC Only
37-04,NYC Only
582-11,NYC Only
780-17,NYC Only
100-13,NYC Only
295-06,NYC Only
198-01,NYC Only
45-14,NYC Only
996-06,NYC Only
550-03,NYC Only
445-24,NYC Only
758-03,NYC Only
138-07,NYC Only
184-25,NYC Only
649-06,NYC Only
639-11,NYC Only
255-02,NYC Only
630-04,NYC Only
689-14,NYC Only
160-03,NYC Only
126-11,NYC Only
598-17,NYC Only
815-29,NYC Only
317-15,NYC Only
474-08,NYC Only
639-13,NYC Only
991-14,NYC Only
812-06,NYC Only
535-15,NYC Only
120-24,NYC Only
195-23,NYC Only
500-30,NYC Only
536-01,NYC Only
705-11,NYC Only
332-13,NYC Only
525-01,NYC Only
201-06,NYC Only
642-13,NYC Only
298-06,NYC Only
566-22,NYC Only
359-22,NYC Only
663-11,NYC Only
719-05,NYC Only
72-15,NYC Only
316-10,NYC Only
564-31,NYC Only
1070-06,NYC Only
787-08,NYC Only
1024-01,NYC Only
442-14,NYC Only
465-12,NYC Only
361-06,NYC Only
870-12,NYC Only
495-16,NYC Only
187-19,NYC Only
483-06,NYC Only
241-22,NYC Only
293-13,NYC Only
958-09,NYC Only
474-21,NYC Only
1017-05,NYC Only
34-03,NYC Only
189-25,NYC Only
95-12,NYC Only
990-02,NYC Only
969-30,NYC Only
118-21,NYC Only
723-10,NYC Only
788-03,NYC Only
826-29,NYC Only
49-23,NYC Only
355-31,NYC Only
40-06,NYC Only
380-31,NYC Only
778-12,NYC Only
784-11,NYC Only
463-23,NYC Only
288-21,NYC Only
30-29,NYC Only
853-01,NYC Only
696-07,NYC Only
401-17,NYC Only
461-11,NYC Only
955-19,NYC Only
631-16,NYC Only
815-09,NYC Only
290-06,NYC Only
374-23,NYC Only
1078-31,NYC Only
902-06,NYC Only
43-10,NYC Only
313-04,NYC Only
319-23,NYC Only
534-28,NYC Only
163-28,NYC Only
907-15,NYC Only
893-05,NYC Only
898-30,NYC Only
581-28,NYC Only
428-08,NYC Only
215-27,NYC Only
52-31,NYC Only
492-31,NYC Only
54-05,NYC Only
796-01,NYC Only
818-24,NYC Only
667-02,NYC Only
529-02,NYC Only
428-10,NYC Only
348-06,NYC Only
745-21,NYC Only
973-25,NYC Only
381-19,NYC Only
230-02,NYC Only
751-03,NYC Only
195-09,NYC Only
913-01,NYC Only
847-18,NYC Only
648-06,NYC Only
888-18,NYC Only
262-23,NYC Only
606-09,NYC Only
483-25,NYC Only
56-29,NYC Only
682-24,NYC Only
527-16,NYC Only
577-19,NYC Only
509-18,NYC Only
495-30,NYC Only
79-11,NYC Only
349-11,NYC Only
745-07,NYC Only
1028-03,NYC Only
989-08,NYC Only
714-12,NYC Only
607-25,NYC Only
518-08,NYC Only
230-08,NYC Only
280-01,NYC Only
12-22,NYC Only
71-17,NYC Only
204-11,NYC Only
10-11,NYC Only
489-01,NYC Only
738-12,NYC Only
966-14,NYC Only
412-15,NYC Only
900-12,NYC Only
579-12,NYC Only
1052-16,NYC Only
337-24,NYC Only
1019-25,NYC Only
30-24,NYC Only
225-07,NYC Only
463-24,NYC Only
419-24,NYC Only
536-31,NYC Only
30-10,NYC Only
55-21,NYC Only
633-06,NYC Only
870-14,NYC Only
590-17,NYC Only
217-08,NYC Only
791-08,NYC Only
302-09,NYC Only
1075-04,NYC Only
463-27,NYC Only
396-02,NYC Only
755-15,NYC Only
964-27,NYC Only
549-10,NYC Only
199-03,NYC Only
539-10,NYC Only
1051-12,NYC Only
841-21,NYC Only
521-14,NYC Only
1016-17,NYC Only
359-04,NYC Only
750-05,NYC Only
922-31,NYC Only
809-05,NYC Only
935-28,NYC Only
372-29,NYC Only
28-05,NYC Only
663-27,NYC Only
202-06,NYC Only
308-19,NYC Only
383-22,NYC Only
647-07,NYC Only
1011-18,NYC Only
699-31,NYC Only
145-22,NYC Only
1009-09,NYC Only
328-26,NYC Only
379-19,NYC Only
877-24,NYC Only
642-08,NYC Only
307-01,NYC Only
459-26,NYC Only
500-16,NYC Only
302-07,NYC Only
19-04,NYC Only
348-13,NYC Only
984-15,NYC Only
261-27,NYC Only
353-19,NYC Only
235-05,NYC Only
349-23,NYC Only
783-23,NYC Only
330-01,NYC Only
371-02,NYC Only
73-21,NYC Only
606-03,NYC Only
1016-28,NYC Only
1052-12,NYC Only
310-16,NYC Only
702-04,NYC Only
32-08,NYC Only
45-19,NYC Only
40-08,NYC Only
851-27,NYC Only
610-24,NYC Only
846-31,NYC Only
778-03,NYC Only
577-15,NYC Only
646-11,NYC Only
737-19,NYC Only
534-19,NYC Only
811-18,NYC Only
495-21,NYC Only
180-07,NYC Only
809-27,NYC Only
4-01,NYC Only
713-08,NYC Only
34-06,NYC Only
408-21,NYC Only
1075-03,NYC Only
778-18,NYC Only
573-03,NYC Only
184-07,NYC Only
61-18,NYC Only
562-11,NYC Only
499-23,NYC Only
152-11,NYC Only
1030-22,NYC Only
117-11,NYC Only
345-13,NYC Only
585-15,NYC Only
639-28,NYC Only
267-10,NYC Only
979-17,NYC Only
355-06,NYC Only
170-22,NYC Only
1011-04,NYC Only
927-06,NYC Only
180-05,NYC Only
202-27,NYC Only
281-31,NYC Only
428-21,NYC Only
348-08,NYC Only
943-27,NYC Only
742-14,NYC Only
335-06,NYC Only
766-07,NYC Only
1010-31,NYC Only
359-17,NYC Only
696-05,NYC Only
446-08,NYC Only
270-24,NYC Only
1078-10,NYC Only
601-22,NYC Only
603-01,NYC Only
466-17,NYC Only
1082-08,NYC Only
909-29,NYC Only
693-25,NYC Only
975-26,NYC Only
851-18,NYC Only
208-24,NYC Only
699-14,NYC Only
194-31,NYC Only
462-10,NYC Only
713-06,NYC Only
590-21,NYC Only
692-10,NYC Only
246-01,NYC Only
943-31,NYC Only
212-07,NYC Only
1042-10,NYC Only
791-03,NYC Only
157-05,NYC Only
512-21,NYC Only
646-03,NYC Only
846-21,NYC Only
980-23,NYC Only
727-04,NYC Only
283-09,NYC Only
127-19,NYC Only
773-18,NYC Only
145-18,NYC Only
322-08,NYC Only
611-14,NYC Only
214-28,NYC Only
333-29,NYC Only
888-23,NYC Only
550-31,NYC Only
288-01,NYC Only
460-19,NYC Only
105-15,NYC Only
74-11,NYC Only
243-07,NYC Only
907-08,NYC Only
730-21,NYC Only
1079-22,NYC Only
907-03,NYC Only
571-12,NYC Only
738-01,NYC Only
529-18,NYC Only
176-06,NYC Only
252-18,NYC Only
574-03,NYC Only
1026-02,NYC Only
621-15,NYC Only
1034-31,NYC Only
976-12,NYC Only
259-03,NYC Only
852-16,NYC Only
1006-29,NYC Only
43-08,NYC Only
442-16,NYC Only
934-30,NYC Only
129-25,NYC Only
402-15,NYC Only
722-17,NYC Only
527-13,NYC Only
40-07,NYC Only
297-21,NYC Only
153-05,NYC Only
741-10,NYC Only
298-21,NYC Only
559-01,NYC Only
699-06,NYC Only
412-14,NYC Only
31-29,NYC Only
60-31,NYC Only
679-12,NYC Only
544-01,NYC Only
180-13,NYC Only
468-22,NYC Only
579-13,NYC Only
1061-24,NYC Only
851-07,NYC Only
913-03,NYC Only
125-04,NYC Only
62-17,NYC Only
483-24,NYC Only
384-09,NYC Only
158-04,NYC Only
188-25,NYC Only
749-16,NYC Only
120-23,NYC Only
108-19,NYC Only
835-26,NYC Only
294-06,NYC Only
370-31,NYC Only
638-08,NYC Only
327-05,NYC Only
559-03,NYC Only
39-07,NYC Only
994-05,NYC Only
873-21,NYC Only
228-08,NYC Only
593-03,NYC Only
524-12,NYC Only
527-25,NYC Only
190-10,NYC Only
35-08,NYC Only
1000-11,NYC Only
527-09,NYC Only
566-15,NYC Only
683-05,NYC Only
114-11,NYC Only
816-18,NYC Only
1054-05,NYC Only
660-04,NYC Only
226-27,NYC Only
57-22,NYC Only
24-05,NYC Only
260-08,NYC Only
519-01,NYC Only
429-21,NYC Only
251-11,NYC Only
302-10,NYC Only
1054-10,NYC Only
11-25,NYC Only
637-21,NYC Only
932-23,NYC Only
231-29,NYC Only
971-08,NYC Only
380-24,NYC Only
1078-11,NYC Only
279-25,NYC Only
118-08,NYC Only
202-09,NYC Only
483-30,NYC Only
472-18,NYC Only
144-09,NYC Only
310-19,NYC Only
376-01,NYC Only
504-15,NYC Only
410-19,NYC Only
689-21,NYC Only
1048-16,NYC Only
67-16,NYC Only
539-16,NYC Only
756-06,NYC Only
331-15,NYC Only
871-06,NYC Only
501-16,NYC Only
980-21,NYC Only
386-04,NYC Only
878-07,NYC Only
1014-03,NYC Only
1006-22,NYC Only
569-05,NYC Only
642-06,NYC Only
790-05,NYC Only
414-08,NYC Only
983-09,NYC Only
830-22,NYC Only
446-31,NYC Only
1038-11,NYC Only
708-13,NYC Only
766-31,NYC Only
881-31,NYC Only
1068-23,NYC Only
1020-31,NYC Only
142-08,NYC Only
564-10,NYC Only
922-30,NYC Only
642-03,NYC Only
526-17,NYC Only
362-01,NYC Only
786-03,NYC Only
638-29,NYC Only
840-21,NYC Only
643-09,NYC Only
926-14,NYC Only
708-19,NYC Only
417-08,NYC Only
493-18,NYC Only
661-16,NYC Only
130-18,NYC Only
290-08,NYC Only
351-31,NYC Only
184-28,NYC Only
1017-04,NYC Only
877-07,NYC Only
150-06,NYC Only
541-29,NYC Only
865-10,NYC Only
34-07,NYC Only
204-29,NYC Only
1053-09,NYC Only
871-02,NYC Only
388-27,NYC Only
1025-14,NYC Only
445-06,NYC Only
816-08,NYC Only
976-31,NYC Only
511-14,NYC Only
16-22,NYC Only
243-11,NYC Only
660-25,NYC Only
331-18,NYC Only
699-08,NYC Only
861-04,NYC Only
1-12,NYC Only
949-04,NYC Only
198-10,NYC Only
819-17,NYC Only
158-15,NYC Only
90-05,NYC Only
699-18,NYC Only
536-17,NYC Only
632-04,NYC Only
201-11,NYC Only
936-11,NYC Only
773-21,NYC Only
774-12,NYC Only
903-14,NYC Only
516-18,NYC Only
246-13,NYC Only
773-05,NYC Only
262-25,NYC Only
982-24,NYC Only
243-12,NYC Only
554-03,NYC Only
882-09,NYC Only
826-14,NYC Only
348-01,NYC Only
1066-08,NYC Only
291-26,NYC Only
653-19,NYC Only
611-11,NYC Only
612-30,NYC Only
419-07,NYC Only
979-06,NYC Only
310-12,NYC Only
642-18,NYC Only
958-28,NYC Only
704-31,NYC Only
218-30,NYC Only
870-08,NYC Only
473-04,NYC Only
108-07,NYC Only
883-27,NYC Only
483-19,NYC Only
461-19,NYC Only
158-05,NYC Only
518-17,NYC Only
179-10,NYC Only
39-16,NYC Only
540-01,NYC Only
57-29,NYC Only
80-10,NYC Only
31-17,NYC Only
301-16,NYC Only
742-31,NYC Only
83-15,NYC Only
293-18,NYC Only
819-28,NYC Only
673-31,NYC Only
118-12,NYC Only
852-24,NYC Only
216-10,NYC Only
751-14,NYC Only
43-31,NYC Only
1016-25,NYC Only
778-01,NYC Only
513-23,NYC Only
136-12,NYC Only
966-23,NYC Only
826-13,NYC Only
905-03,NYC Only
224-19,NYC Only
1062-04,NYC Only
539-15,NYC Only
533-08,NYC Only
579-28,NYC Only
684-13,NYC Only
235-21,NYC Only
894-08,NYC Only
496-31,NYC Only
1023-29,NYC Only
253-27,NYC Only
979-27,NYC Only
722-06,NYC Only
838-04,NYC Only
842-06,NYC Only
259-13,NYC Only
883-23,NYC Only
194-29,NYC Only
582-07,NYC Only
202-03,NYC Only
983-18,NYC Only
534-03,NYC Only
65-06,NYC Only
69-01,NYC Only
511-13,NYC Only
708-16,NYC Only
323-11,NYC Only
373-25,NYC Only
575-03,NYC Only
1038-19,NYC Only
332-09,NYC Only
126-08,NYC Only
272-25,NYC Only
433-29,NYC Only
818-04,NYC Only
200-15,NYC Only
302-18,NYC Only
715-13,NYC Only
12-27,NYC Only
50-26,NYC Only
784-06,NYC Only
581-22,NYC Only
280-23,NYC Only
706-02,NYC Only
121-03,NYC Only
539-14,NYC Only
1019-01,NYC Only
356-17,NYC Only
537-02,NYC Only
225-01,NYC Only
331-22,NYC Only
662-05,NYC Only
878-31,NYC Only
371-24,NYC Only
778-25,NYC Only
934-25,NYC Only
252-19,NYC Only
315-11,NYC Only
494-12,NYC Only
220-01,NYC Only
117-08,NYC Only
167-03,NYC Only
308-11,NYC Only
1011-03,NYC Only
1032-09,NYC Only
170-10,NYC Only
471-10,NYC Only
536-11,NYC Only
982-08,NYC Only
518-14,NYC Only
773-14,NYC Only
125-23,NYC Only
983-12,NYC Only
752-03,NYC Only
191-23,NYC Only
684-28,NYC Only
995-16,NYC Only
616-18,NYC Only
944-14,NYC Only
37-05,NYC Only
793-09,NYC Only
49-11,NYC Only
621-23,NYC Only
745-11,NYC Only
668-24,NYC Only
774-14,NYC Only
125-11,NYC Only
666-05,NYC Only
531-01,NYC Only
613-06,NYC Only
163-18,NYC Only
539-25,NYC Only
601-12,NYC Only
345-07,NYC Only
1007-27,NYC Only
388-22,NYC Only
123-29,NYC Only
565-13,NYC Only
952-11,NYC Only
67-24,NYC Only
1042-17,NYC Only
275-08,NYC Only
749-11,NYC Only
243-16,NYC Only
742-05,NYC Only
78-07,NYC Only
786-23,NYC Only
904-04,NYC Only
825-11,NYC Only
1009-18,NYC Only
997-28,NYC Only
337-02,NYC Only
98-03,NYC Only
1059-11,NYC Only
69-10,NYC Only
381-03,NYC Only
464-03,NYC Only
916-17,NYC Only
879-04,NYC Only
1058-12,NYC Only
887-03,NYC Only
141-14,NYC Only
257-03,NYC Only
303-31,NYC Only
772-10,NYC Only
92-27,NYC Only
1006-03,NYC Only
591-12,NYC Only
750-12,NYC Only
56-12,NYC Only
772-30,NYC Only
856-22,NYC Only
1030-23,NYC Only
720-07,NYC Only
728-01,NYC Only
160-10,NYC Only
435-10,NYC Only
284-21,NYC Only
913-25,NYC Only
289-28,NYC Only
1061-28,NYC Only
825-10,NYC Only
692-18,NYC Only
688-10,NYC Only
1071-25,NYC Only
300-18,NYC Only
323-25,NYC Only
384-03,NYC Only
110-23,NYC Only
501-26,NYC Only
60-28,NYC Only
255-15,NYC Only
222-06,NYC Only
1047-10,NYC Only
424-16,NYC Only
261-15,NYC Only
519-19,NYC Only
736-16,NYC Only
431-01,NYC Only
646-12,NYC Only
720-08,NYC Only
302-12,NYC Only
708-15,NYC Only
530-12,NYC Only
769-15,NYC Only
1052-29,NYC Only
497-31,NYC Only
1012-21,NYC Only
484-06,NYC Only
692-15,NYC Only
53-23,NYC Only
124-11,NYC Only
95-02,NYC Only
444-13,NYC Only
456-31,NYC Only
136-14,NYC Only
178-16,NYC Only
195-18,NYC Only
668-31,NYC Only
348-12,NYC Only
337-14,NYC Only
28-09,NYC Only
78-27,NYC Only
501-06,NYC Only
472-09,NYC Only
581-27,NYC Only
481-01,NYC Only
548-15,NYC Only
863-19,NYC Only
598-21,NYC Only
885-15,NYC Only
901-21,NYC Only
419-02,NYC Only
793-13,NYC Only
521-18,NYC Only
332-19,NYC Only
43-04,NYC Only
576-16,NYC Only
983-11,NYC Only
346-25,NYC Only
108-04,NYC Only
330-30,NYC Only
244-21,NYC Only
629-26,NYC Only
314-15,NYC Only
672-25,NYC Only
688-08,NYC Only
191-25,NYC Only
818-12,NYC Only
840-07,NYC Only
784-14,NYC Only
333-30,NYC Only
49-17,NYC Only
266-06,NYC Only
385-22,NYC Only
73-09,NYC Only
990-23,NYC Only
110-27,NYC Only
405-04,NYC Only
121-23,NYC Only
228-13,NYC Only
773-04,NYC Only
228-22,NYC Only
447-25,NYC Only
225-04,NYC Only
510-14,NYC Only
1048-12,NYC Only
952-22,NYC Only
728-08,NYC Only
389-22,NYC Only
827-16,NYC Only
991-08,NYC Only
455-11,NYC Only
663-29,NYC Only
23-03,NYC Only
1052-28,NYC Only
348-16,NYC Only
1027-10,NYC Only
834-13,NYC Only
585-28,NYC Only
226-29,NYC Only
1005-31,NYC Only
975-12,NYC Only
638-28,NYC Only
722-10,NYC Only
608-15,NYC Only
35-19,NYC Only
993-25,NYC Only
78-14,NYC Only
278-23,NYC Only
895-19,NYC Only
474-04,NYC Only
243-13,NYC Only
315-09,NYC Only
359-27,NYC Only
995-21,NYC Only
596-16,NYC Only
376-17,NYC Only
65-18,NYC Only
1080-24,NYC Only
1024-10,NYC Only
1074-14,NYC Only
356-29,NYC Only
445-14,NYC Only
620-14,NYC Only
793-05,NYC Only
853-09,NYC Only
243-21,NYC Only
12-13,NYC Only
472-23,NYC Only
804-27,NYC Only
525-07,NYC Only
173-10,NYC Only
630-12,NYC Only
699-16,NYC Only
518-21,NYC Only
349-31,NYC Only
89-13,NYC Only
994-07,NYC Only
361-19,NYC Only
31-22,NYC Only
217-01,NYC Only
942-06,NYC Only
276-18,NYC Only
612-28,NYC Only
303-15,NYC Only
585-07,NYC Only
474-07,NYC Only
780-31,NYC Only
943-10,NYC Only
647-31,NYC Only
243-22,NYC Only
359-12,NYC Only
713-11,NYC Only
215-01,NYC Only
1009-04,NYC Only
594-16,NYC Only
415-18,NYC Only
877-16,NYC Only
530-11,NYC Only
331-09,NYC Only
356-21,NYC Only
904-19,NYC Only
575-30,NYC Only
278-31,NYC Only
571-09,NYC Only
313-14,NYC Only
206-17,NYC Only
715-08,NYC Only
623-05,NYC Only
1030-07,NYC Only
361-25,NYC Only
890-25,NYC Only
741-04,NYC Only
200-31,NYC Only
189-23,NYC Only
78-29,NYC Only
191-17,NYC Only
485-15,NYC Only
989-12,NYC Only
887-09,NYC Only
969-12,NYC Only
614-19,NYC Only
677-05,NYC Only
256-03,NYC Only
983-16,NYC Only
110-29,NYC Only
188-21,NYC Only
776-18,NYC Only
121-24,NYC Only
65-03,NYC Only
654-14,NYC Only
241-31,NYC Only
1044-08,NYC Only
608-09,NYC Only
201-01,NYC Only
163-04,NYC Only
62-06,NYC Only
786-17,NYC Only
93-01,NYC Only
273-12,NYC Only
572-06,NYC Only
7-06,NYC Only
788-15,NYC Only
786-24,NYC Only
356-12,NYC Only
54-10,NYC Only
76-03,NYC Only
65-30,NYC Only
404-08,NYC Only
329-13,NYC Only
360-06,NYC Only
797-07,NYC Only
446-28,NYC Only
527-01,NYC Only
579-09,NYC Only
182-28,NYC Only
664-06,NYC Only
39-06,NYC Only
468-23,NYC Only
762-26,NYC Only
476-29,NYC Only
193-22,NYC Only
153-06,NYC Only
582-25,NYC Only
377-23,NYC Only
243-28,NYC Only
838-05,NYC Only
675-19,NYC Only
603-18,NYC Only
973-18,NYC Only
749-15,NYC Only
222-04,NYC Only
749-17,NYC Only
312-16,NYC Only
417-05,NYC Only
178-22,NYC Only
116-23,NYC Only
187-01,NYC Only
708-02,NYC Only
539-19,NYC Only
1077-30,NYC Only
163-25,NYC Only
531-10,NYC Only
372-08,NYC Only
662-04,NYC Only
1074-18,NYC Only
649-15,NYC Only
164-15,NYC Only
39-09,NYC Only
535-14,NYC Only
354-27,NYC Only
803-21,NYC Only
1069-21,NYC Only
184-21,NYC Only
301-31,NYC Only
608-08,NYC Only
957-15,NYC Only
992-31,NYC Only
694-08,NYC Only
391-06,NYC Only
1062-12,NYC Only
767-23,NYC Only
129-03,NYC Only
1015-16,NYC Only
167-05,NYC Only
435-24,NYC Only
74-04,NYC Only
981-07,NYC Only
125-10,NYC Only
230-16,NYC Only
930-31,NYC Only
579-14,NYC Only
190-21,NYC Only
565-18,NYC Only
276-05,NYC Only
527-30,NYC Only
774-27,NYC Only
753-31,NYC Only
827-27,NYC Only
902-04,NYC Only
1082-19,NYC Only
544-03,NYC Only
180-15,NYC Only
254-21,NYC Only
804-06,NYC Only
883-09,NYC Only
861-02,NYC Only
173-03,NYC Only
34-14,NYC Only
678-11,NYC Only
800-23,NYC Only
890-06,NYC Only
217-21,NYC Only
307-17,NYC Only
415-03,NYC Only
977-07,NYC Only
117-09,NYC Only
706-03,NYC Only
863-21,NYC Only
84-18,NYC Only
91-07,NYC Only
809-15,NYC Only
1042-21,NYC Only
354-23,NYC Only
930-28,NYC Only
840-11,NYC Only
298-31,NYC Only
217-16,NYC Only
459-31,NYC Only
806-13,NYC Only
23-15,NYC Only
923-25,NYC Only
206-08,NYC Only
1047-29,NYC Only
424-29,NYC Only
298-12,NYC Only
276-23,NYC Only
56-06,NYC Only
301-07,NYC Only
84-21,NYC Only
769-03,NYC Only
880-03,NYC Only
916-04,NYC Only
1024-16,NYC Only
1048-19,NYC Only
983-10,NYC Only
288-14,NYC Only
315-05,NYC Only
667-23,NYC Only
317-24,NYC Only
19-12,NYC Only
104-13,NYC Only
788-08,NYC Only
968-28,NYC Only
30-09,NYC Only
79-17,NYC Only
28-12,NYC Only
548-17,NYC Only
636-04,NYC Only
831-03,NYC Only
293-02,NYC Only
536-18,NYC Only
683-15,NYC Only
946-30,NYC Only
122-04,NYC Only
660-29,NYC Only
484-02,NYC Only
436-05,NYC Only
897-22,NYC Only
544-04,NYC Only
225-06,NYC Only
10-15,NYC Only
755-19,NYC Only
49-25,NYC Only
148-05,NYC Only
474-05,NYC Only
415-08,NYC Only
774-09,NYC Only
204-10,NYC Only
750-06,NYC Only
916-16,NYC Only
494-31,NYC Only
331-04,NYC Only
1020-21,NYC Only
851-29,NYC Only
473-09,NYC Only
978-25,NYC Only
1068-11,NYC Only
88-01,NYC Only
10-23,NYC Only
645-23,NYC Only
873-05,NYC Only
119-14,NYC Only
578-03,NYC Only
463-25,NYC Only
471-01,NYC Only
444-09,NYC Only
306-09,NYC Only
541-27,NYC Only
793-21,NYC Only
495-09,NYC Only
776-09,NYC Only
884-19,NYC Only
1038-18,NYC Only
456-03,NYC Only
484-25,NYC Only
272-14,NYC Only
633-11,NYC Only
1030-06,NYC Only
403-05,NYC Only
707-01,NYC Only
496-26,NYC Only
604-08,NYC Only
1059-09,NYC Only
791-26,NYC Only
1062-05,NYC Only
377-21,NYC Only
380-06,NYC Only
84-15,NYC Only
2-01,NYC Only
638-18,NYC Only
873-27,NYC Only
267-31,NYC Only
673-18,NYC Only
803-04,NYC Only
19-25,NYC Only
633-31,NYC Only
280-08,NYC Only
349-01,NYC Only
495-23,NYC Only
561-25,NYC Only
639-25,NYC Only
541-22,NYC Only
511-07,NYC Only
616-23,NYC Only
1-13,NYC Only
164-10,NYC Only
647-29,NYC Only
949-08,NYC Only
996-17,NYC Only
1082-04,NYC Only
1000-03,NYC Only
83-25,NYC Only
444-02,NYC Only
218-19,NYC Only
313-26,NYC Only
196-18,NYC Only
856-04,NYC Only
483-27,NYC Only
1053-12,NYC Only
124-31,NYC Only
272-10,NYC Only
475-08,NYC Only
696-28,NYC Only
457-25,NYC Only
773-03,NYC Only
220-06,NYC Only
2-05,NYC Only
450-01,NYC Only
820-01,NYC Only
975-19,NYC Only
384-07,NYC Only
191-19,NYC Only
991-29,NYC Only
674-14,NYC Only
757-29,NYC Only
513-11,NYC Only
591-03,NYC Only
805-10,NYC Only
267-12,NYC Only
815-21,NYC Only
961-14,NYC Only
1048-11,NYC Only
819-12,NYC Only
932-21,NYC Only
702-06,NYC Only
768-19,NYC Only
134-17,NYC Only
246-10,NYC Only
599-13,NYC Only
811-11,NYC Only
89-27,NYC Only
158-25,NYC Only
493-06,NYC Only
735-18,NYC Only
819-24,NYC Only
455-08,NYC Only
616-31,NYC Only
338-11,NYC Only
964-14,NYC Only
171-07,NYC Only
138-24,NYC Only
577-25,NYC Only
440-04,NYC Only
852-05,NYC Only
913-18,NYC Only
408-22,NYC Only
267-30,NYC Only
231-25,NYC Only
647-02,NYC Only
353-02,NYC Only
132-12,NYC Only
471-18,NYC Only
169-21,NYC Only
270-03,NYC Only
845-18,NYC Only
665-13,NYC Only
802-04,NYC Only
111-12,NYC Only
710-18,NYC Only
1011-21,NYC Only
949-01,NYC Only
983-14,NYC Only
60-23,NYC Only
902-08,NYC Only
83-12,NYC Only
440-17,NYC Only
792-08,NYC Only
788-12,NYC Only
632-14,NYC Only
883-14,NYC Only
33-12,NYC Only
647-05,NYC Only
554-04,NYC Only
781-03,NYC Only
657-18,NYC Only
219-28,NYC Only
132-08,NYC Only
944-18,NYC Only
200-24,NYC Only
1026-17,NYC Only
699-10,NYC Only
373-24,NYC Only
999-27,NYC Only
254-08,NYC Only
621-11,NYC Only
184-26,NYC Only
433-23,NYC Only
1044-15,NYC Only
251-01,NYC Only
100-14,NYC Only
780-16,NYC Only
647-14,NYC Only
783-21,NYC Only
859-05,NYC Only
316-02,NYC Only
457-18,NYC Only
107-14,NYC Only
47-14,NYC Only
511-06,NYC Only
138-10,NYC Only
571-04,NYC Only
716-19,NYC Only
892-07,NYC Only
162-10,NYC Only
45-13,NYC Only
304-11,NYC Only
745-08,NYC Only
887-10,NYC Only
625-28,NYC Only
59-07,NYC Only
726-06,NYC Only
840-09,NYC Only
131-29,NYC Only
